name,count,code,country,presence,origin,distribution_code
132832,22,AS,American Samoa,Extant,Native,Native
132832,22,AU,Australia,Extant,Native,Native
132832,22,CK,Cook Islands,Extant,Native,Native
132832,22,FJ,Fiji,Extant,Native,Native
132832,22,FM,"Micronesia, Federated States of ",Extant,Native,Native
132832,22,GU,Guam,Extant,Native,Native
132832,22,KI,Kiribati,Extant,Native,Native
132832,22,MH,Marshall Islands,Extant,Native,Native
132832,22,MP,Northern Mariana Islands,Extant,Native,Native
132832,22,NC,New Caledonia,Extant,Native,Native
132832,22,NR,Nauru,Extant,Native,Native
132832,22,NU,Niue,Extant,Native,Native
132832,22,NZ,New Zealand,Extant,Native,Native
132832,22,PF,French Polynesia,Extant,Native,Native
132832,22,PG,Papua New Guinea,Extant,Native,Native
132832,22,PW,Palau,Extant,Native,Native
132832,22,SB,Solomon Islands,Extant,Native,Native
132832,22,TK,Tokelau,Extant,Native,Native
132832,22,TO,Tonga,Extant,Native,Native
132832,22,TV,Tuvalu,Extant,Native,Native
132832,22,VU,Vanuatu,Extant,Native,Native
132832,22,WF,Wallis and Futuna,Extant,Native,Native
