name,count,code,country,presence,origin,distribution_code
142121108,15,AE,United Arab Emirates,Extant,Native,Native
142121108,15,DJ,Djibouti,Extant,Native,Native
142121108,15,EG,Egypt,Extant,Native,Native
142121108,15,ER,Eritrea,Extant,Native,Native
142121108,15,IN,India,Extant,Native,Native
142121108,15,IR,"Iran, Islamic Republic of",Extant,Native,Native
142121108,15,KW,Kuwait,Extant,Native,Native
142121108,15,LK,Sri Lanka,Extant,Native,Native
142121108,15,MV,Maldives,Extant,Native,Native
142121108,15,OM,Oman,Extant,Native,Native
142121108,15,PK,Pakistan,Extant,Native,Native
142121108,15,SA,Saudi Arabia,Extant,Native,Native
142121108,15,SD,Sudan,Extant,Native,Native
142121108,15,SO,Somalia,Extant,Native,Native
142121108,15,YE,Yemen,Extant,Native,Native
