name,count,code,country,presence,origin,distribution_code
13247,14,AR,Argentina,Extant,Native,Native
13247,14,AU,Australia,Extant,Native,Native
13247,14,BR,Brazil,Extant,Native,Native
13247,14,CL,Chile,Extant,Native,Native
13247,14,FK,Falkland Islands (Malvinas),Extant,Native,Native
13247,14,GS,South Georgia and the South Sandwich Islands,Extant,Native,Native
13247,14,HM,Heard Island and McDonald Islands,Extant,Native,Native
13247,14,MV,Maldives,Extant,Native,Native
13247,14,NL,Netherlands,Extant,Vagrant,Vagrant
13247,14,NZ,New Zealand,Extant,Native,Native
13247,14,PE,Peru,Extant,Native,Native
13247,14,TF,French Southern Territories,Extant,Native,Native
13247,14,UY,Uruguay,Extant,Native,Native
13247,14,ZA,South Africa,Extant,Native,Native
