"rgn_id","year","population"
5,"1950",65000
5,"1951",64000
5,"1952",64000
5,"1953",65000
5,"1954",66000
5,"1955",68000
5,"1956",69000
5,"1957",71000
5,"1958",73000
5,"1959",76000
5,"1960",78000
5,"1961",81000
5,"1962",83000
5,"1963",86000
5,"1964",89000
5,"1965",91000
5,"1966",94000
5,"1967",96000
5,"1968",99000
5,"1969",102000
5,"1970",105000
5,"1971",110000
5,"1972",115000
5,"1973",120000
5,"1974",126000
5,"1975",130000
5,"1976",134000
5,"1977",137000
5,"1978",140000
5,"1979",143000
5,"1980",145000
5,"1981",147000
5,"1982",150000
5,"1983",152000
5,"1984",154000
5,"1985",156000
5,"1986",158000
5,"1987",161000
5,"1988",164000
5,"1989",167000
5,"1990",170000
5,"1991",174000
5,"1992",179000
5,"1993",183000
5,"1994",188000
5,"1995",193000
5,"1996",198000
5,"1997",203000
5,"1998",208000
5,"1999",213000
5,"2000",217000
5,"2001",221000
5,"2002",225000
5,"2003",229000
5,"2004",233000
5,"2005",236000
5,"2006",240000
5,"2007",243000
5,"2008",247000
5,"2009",250000
5,"2010",254000
5,"2011",257000
5,"2012",261000
5,"2013",264000
5,"2014",268000
5,"2015",271000
5,"2016",274000
5,"2017",277000
5,"2018",280000
5,"2019",283000
5,"2020",285000
6,"1950",48000
6,"1951",49000
6,"1952",50000
6,"1953",52000
6,"1954",53000
6,"1955",55000
6,"1956",57000
6,"1957",58000
6,"1958",60000
6,"1959",62000
6,"1960",64000
6,"1961",66000
6,"1962",68000
6,"1963",70000
6,"1964",72000
6,"1965",74000
6,"1966",76000
6,"1967",79000
6,"1968",81000
6,"1969",83000
6,"1970",85000
6,"1971",88000
6,"1972",91000
6,"1973",94000
6,"1974",97000
6,"1975",1e+05
6,"1976",103000
6,"1977",106000
6,"1978",109000
6,"1979",113000
6,"1980",116000
6,"1981",119000
6,"1982",121000
6,"1983",124000
6,"1984",127000
6,"1985",130000
6,"1986",133000
6,"1987",136000
6,"1988",139000
6,"1989",143000
6,"1990",147000
6,"1991",151000
6,"1992",155000
6,"1993",160000
6,"1994",164000
6,"1995",168000
6,"1996",172000
6,"1997",175000
6,"1998",178000
6,"1999",181000
6,"2000",185000
6,"2001",189000
6,"2002",194000
6,"2003",199000
6,"2004",204000
6,"2005",209000
6,"2006",214000
6,"2007",219000
6,"2008",225000
6,"2009",230000
6,"2010",236000
6,"2011",243000
6,"2012",250000
6,"2013",257000
6,"2014",264000
6,"2015",271000
6,"2016",278000
6,"2017",285000
6,"2018",293000
6,"2019",3e+05
6,"2020",307000
7,"1950",90000
7,"1951",92000
7,"1952",94000
7,"1953",97000
7,"1954",99000
7,"1955",102000
7,"1956",105000
7,"1957",108000
7,"1958",111000
7,"1959",114000
7,"1960",118000
7,"1961",121000
7,"1962",125000
7,"1963",129000
7,"1964",133000
7,"1965",137000
7,"1966",141000
7,"1967",145000
7,"1968",150000
7,"1969",155000
7,"1970",160000
7,"1971",166000
7,"1972",173000
7,"1973",179000
7,"1974",186000
7,"1975",193000
7,"1976",201000
7,"1977",208000
7,"1978",215000
7,"1979",223000
7,"1980",231000
7,"1981",238000
7,"1982",246000
7,"1983",255000
7,"1984",263000
7,"1985",271000
7,"1986",279000
7,"1987",287000
7,"1988",295000
7,"1989",303000
7,"1990",312000
7,"1991",321000
7,"1992",330000
7,"1993",340000
7,"1994",349000
7,"1995",359000
7,"1996",370000
7,"1997",380000
7,"1998",391000
7,"1999",402000
7,"2000",413000
7,"2001",424000
7,"2002",435000
7,"2003",447000
7,"2004",459000
7,"2005",470000
7,"2006",481000
7,"2007",492000
7,"2008",503000
7,"2009",515000
7,"2010",528000
7,"2011",542000
7,"2012",556000
7,"2013",571000
7,"2014",587000
7,"2015",603000
7,"2016",619000
7,"2017",636000
7,"2018",653000
7,"2019",670000
7,"2020",687000
8,"1950",7000
8,"1951",7000
8,"1952",8000
8,"1953",8000
8,"1954",8000
8,"1955",8000
8,"1956",9000
8,"1957",9000
8,"1958",9000
8,"1959",9000
8,"1960",10000
8,"1961",10000
8,"1962",10000
8,"1963",11000
8,"1964",11000
8,"1965",11000
8,"1966",11000
8,"1967",11000
8,"1968",11000
8,"1969",12000
8,"1970",12000
8,"1971",12000
8,"1972",12000
8,"1973",13000
8,"1974",13000
8,"1975",13000
8,"1976",13000
8,"1977",13000
8,"1978",12000
8,"1979",12000
8,"1980",12000
8,"1981",12000
8,"1982",13000
8,"1983",13000
8,"1984",13000
8,"1985",14000
8,"1986",14000
8,"1987",14000
8,"1988",14000
8,"1989",15000
8,"1990",15000
8,"1991",15000
8,"1992",16000
8,"1993",16000
8,"1994",17000
8,"1995",17000
8,"1996",18000
8,"1997",18000
8,"1998",18000
8,"1999",19000
8,"2000",19000
8,"2001",19000
8,"2002",20000
8,"2003",20000
8,"2004",20000
8,"2005",20000
8,"2006",20000
8,"2007",19000
8,"2008",19000
8,"2009",18000
8,"2010",18000
8,"2011",18000
8,"2012",18000
8,"2013",18000
8,"2014",18000
8,"2015",18000
8,"2016",18000
8,"2017",18000
8,"2018",18000
8,"2019",18000
8,"2020",18000
9,"1950",32000
9,"1951",33000
9,"1952",35000
9,"1953",36000
9,"1954",37000
9,"1955",38000
9,"1956",39000
9,"1957",40000
9,"1958",42000
9,"1959",43000
9,"1960",45000
9,"1961",46000
9,"1962",47000
9,"1963",49000
9,"1964",50000
9,"1965",52000
9,"1966",54000
9,"1967",56000
9,"1968",58000
9,"1969",60000
9,"1970",61000
9,"1971",62000
9,"1972",62000
9,"1973",62000
9,"1974",62000
9,"1975",63000
9,"1976",64000
9,"1977",66000
9,"1978",68000
9,"1979",71000
9,"1980",73000
9,"1981",75000
9,"1982",78000
9,"1983",81000
9,"1984",83000
9,"1985",86000
9,"1986",88000
9,"1987",90000
9,"1988",92000
9,"1989",94000
9,"1990",96000
9,"1991",99000
9,"1992",101000
9,"1993",104000
9,"1994",106000
9,"1995",108000
9,"1996",108000
9,"1997",108000
9,"1998",108000
9,"1999",108000
9,"2000",107000
9,"2001",107000
9,"2002",107000
9,"2003",107000
9,"2004",107000
9,"2005",106000
9,"2006",105000
9,"2007",104000
9,"2008",104000
9,"2009",103000
9,"2010",103000
9,"2011",103000
9,"2012",105000
9,"2013",106000
9,"2014",107000
9,"2015",109000
9,"2016",110000
9,"2017",111000
9,"2018",113000
9,"2019",114000
9,"2020",115000
10,"1950",3000
10,"1951",3000
10,"1952",4000
10,"1953",4000
10,"1954",4000
10,"1955",4000
10,"1956",4000
10,"1957",4000
10,"1958",4000
10,"1959",4000
10,"1960",4000
10,"1961",5000
10,"1962",5000
10,"1963",5000
10,"1964",6000
10,"1965",6000
10,"1966",6000
10,"1967",6000
10,"1968",6000
10,"1969",6000
10,"1970",7000
10,"1971",7000
10,"1972",7000
10,"1973",7000
10,"1974",7000
10,"1975",7000
10,"1976",7000
10,"1977",7000
10,"1978",8000
10,"1979",8000
10,"1980",8000
10,"1981",8000
10,"1982",8000
10,"1983",8000
10,"1984",8000
10,"1985",9000
10,"1986",9000
10,"1987",9000
10,"1988",9000
10,"1989",9000
10,"1990",10000
10,"1991",10000
10,"1992",10000
10,"1993",10000
10,"1994",10000
10,"1995",11000
10,"1996",11000
10,"1997",11000
10,"1998",11000
10,"1999",10000
10,"2000",10000
10,"2001",10000
10,"2002",10000
10,"2003",10000
10,"2004",10000
10,"2005",10000
10,"2006",10000
10,"2007",10000
10,"2008",10000
10,"2009",10000
10,"2010",10000
10,"2011",10000
10,"2012",10000
10,"2013",10000
10,"2014",10000
10,"2015",10000
10,"2016",10000
10,"2017",11000
10,"2018",11000
10,"2019",11000
10,"2020",11000
11,"1950",13000
11,"1951",13000
11,"1952",13000
11,"1953",14000
11,"1954",14000
11,"1955",14000
11,"1956",14000
11,"1957",14000
11,"1958",14000
11,"1959",14000
11,"1960",15000
11,"1961",15000
11,"1962",16000
11,"1963",16000
11,"1964",17000
11,"1965",17000
11,"1966",18000
11,"1967",18000
11,"1968",19000
11,"1969",20000
11,"1970",20000
11,"1971",21000
11,"1972",22000
11,"1973",23000
11,"1974",25000
11,"1975",26000
11,"1976",27000
11,"1977",27000
11,"1978",28000
11,"1979",29000
11,"1980",31000
11,"1981",32000
11,"1982",33000
11,"1983",35000
11,"1984",37000
11,"1985",38000
11,"1986",40000
11,"1987",42000
11,"1988",44000
11,"1989",46000
11,"1990",47000
11,"1991",48000
11,"1992",49000
11,"1993",50000
11,"1994",50000
11,"1995",50000
11,"1996",51000
11,"1997",50000
11,"1998",50000
11,"1999",50000
11,"2000",51000
11,"2001",51000
11,"2002",52000
11,"2003",53000
11,"2004",54000
11,"2005",55000
11,"2006",56000
11,"2007",56000
11,"2008",56000
11,"2009",56000
11,"2010",56000
11,"2011",57000
11,"2012",57000
11,"2013",57000
11,"2014",57000
11,"2015",57000
11,"2016",58000
11,"2017",58000
11,"2018",58000
11,"2019",59000
11,"2020",59000
13,"1950",67000
13,"1951",67000
13,"1952",68000
13,"1953",68000
13,"1954",70000
13,"1955",71000
13,"1956",71000
13,"1957",73000
13,"1958",74000
13,"1959",76000
13,"1960",77000
13,"1961",78000
13,"1962",80000
13,"1963",82000
13,"1964",84000
13,"1965",86000
13,"1966",88000
13,"1967",90000
13,"1968",92000
13,"1969",95000
13,"1970",97000
13,"1971",99000
13,"1972",102000
13,"1973",103000
13,"1974",106000
13,"1975",108000
13,"1976",110000
13,"1977",112000
13,"1978",115000
13,"1979",118000
13,"1980",121000
13,"1981",124000
13,"1982",129000
13,"1983",134000
13,"1984",139000
13,"1985",146000
13,"1986",151000
13,"1987",158000
13,"1988",165000
13,"1989",172000
13,"1990",176000
13,"1991",181000
13,"1992",183000
13,"1993",186000
13,"1994",188000
13,"1995",192000
13,"1996",196000
13,"1997",2e+05
13,"1998",205000
13,"1999",210000
13,"2000",212000
13,"2001",214000
13,"2002",215000
13,"2003",216000
13,"2004",215000
13,"2005",215000
13,"2006",215000
13,"2007",214000
13,"2008",214000
13,"2009",213000
13,"2010",213000
13,"2011",214000
13,"2012",214000
13,"2013",215000
13,"2014",216000
13,"2015",218000
13,"2016",219000
13,"2017",221000
13,"2018",223000
13,"2019",224000
13,"2020",227000
14,"1950",7602000
14,"1951",7931000
14,"1952",8251000
14,"1953",8565000
14,"1954",8877000
14,"1955",9190000
14,"1956",9506000
14,"1957",9830000
14,"1958",10164000
14,"1959",10512000
14,"1960",10876000
14,"1961",11258000
14,"1962",11655000
14,"1963",12065000
14,"1964",12482000
14,"1965",12901000
14,"1966",13322000
14,"1967",13743000
14,"1968",14157000
14,"1969",14553000
14,"1970",14924000
14,"1971",15268000
14,"1972",15586000
14,"1973",15885000
14,"1974",16176000
14,"1975",16465000
14,"1976",16755000
14,"1977",17043000
14,"1978",17331000
14,"1979",17619000
14,"1980",17905000
14,"1981",18192000
14,"1982",18478000
14,"1983",18760000
14,"1984",19036000
14,"1985",19303000
14,"1986",19560000
14,"1987",19807000
14,"1988",20042000
14,"1989",20266000
14,"1990",20479000
14,"1991",20679000
14,"1992",20868000
14,"1993",21045000
14,"1994",21207000
14,"1995",21356000
14,"1996",21489000
14,"1997",21608000
14,"1998",21722000
14,"1999",21839000
14,"2000",21967000
14,"2001",22109000
14,"2002",22262000
14,"2003",22420000
14,"2004",22570000
14,"2005",22706000
14,"2006",22824000
14,"2007",22927000
14,"2008",23019000
14,"2009",23105000
14,"2010",23188000
14,"2011",23269000
14,"2012",23347000
14,"2013",23422000
14,"2014",23492000
14,"2015",23557000
14,"2016",23618000
14,"2017",23675000
14,"2018",23726000
14,"2019",23774000
14,"2020",23817000
15,"1950",18580000
15,"1951",19247000
15,"1952",19945000
15,"1953",20670000
15,"1954",21415000
15,"1955",22177000
