name,count,code,country,presence,origin,distribution_code
161750,25,AU,Australia,Extant,Native,unspecified
161750,25,CN,China,Extant,Native,unspecified
161750,25,FJ,Fiji,Extant,Native,unspecified
161750,25,ID,Indonesia,Extant,Native,unspecified
161750,25,IN,India,Extant,Native,unspecified
161750,25,IR,"Iran, Islamic Republic of",Extant,Native,unspecified
161750,25,JP,Japan,Extant,Native,unspecified
161750,25,KE,Kenya,Extant,Native,unspecified
161750,25,KP,"Korea, Democratic People's Republic of",Extant,Native,unspecified
161750,25,KR,"Korea, Republic of",Extant,Native,unspecified
161750,25,LK,Sri Lanka,Extant,Native,unspecified
161750,25,MG,Madagascar,Extant,Native,unspecified
161750,25,MU,Mauritius,Extant,Native,unspecified
161750,25,MV,Maldives,Extant,Native,unspecified
161750,25,MY,Malaysia,Extant,Native,unspecified
161750,25,MZ,Mozambique,Extant,Native,unspecified
161750,25,NC,New Caledonia,Extant,Native,unspecified
161750,25,NZ,New Zealand,Extant,Native,unspecified
161750,25,OM,Oman,Extant,Native,unspecified
161750,25,PK,Pakistan,Extant,Native,unspecified
161750,25,RU,Russian Federation,Extant,Native,unspecified
161750,25,SO,Somalia,Extant,Native,unspecified
161750,25,TW,"Taiwan, Province of China",Extant,Native,unspecified
161750,25,VN,Viet Nam,Extant,Native,unspecified
161750,25,ZA,South Africa,Extant,Native,unspecified
