rgn_id,year,tonnes,sustainability,sust_tonnes
7,2004,1711.2,0.67,1146.5040000000001
7,2005,2608.8,0.67,1747.8960000000002
7,2006,1353.6,0.67,906.912
7,2007,865.6,0.67,579.952
7,2008,1159.2,0.67,776.6640000000001
7,2009,4028.8,0.67,2699.2960000000003
7,2010,7104,0.67,4759.68
7,2011,7217.6,0.67,4835.792
7,2012,6990.4,0.67,4683.568
7,2013,11812,0.67,7914.040000000001
7,2014,12162.4,0.67,8148.808
7,2015,12200,0.67,8174.000000000001
7,2016,10580,0.67,7088.6
7,2017,4780,0.67,3202.6000000000004
7,2018,5520,0.67,3698.4
7,2019,5600,0.67,3752
7,2020,5500,0.67,3685
7,2021,12455.74,0.67,8345.345800000001
7,2022,11871.3,0.67,7953.771
7,2023,702.128,0.67,470.4257600000001
9,2004,0.1,0.67,0.067
9,2005,0.1,0.67,0.067
9,2006,0.1,0.67,0.067
9,2007,0.1,0.67,0.067
9,2008,0,0.67,0
9,2009,0,0.67,0
9,2010,0,0.67,0
9,2011,0,0.67,0
9,2012,0,0.67,0
9,2013,0,0.67,0
9,2014,0,0.67,0
9,2015,0,0.67,0
9,2016,0,0.67,0
9,2017,0,0.67,0
9,2018,0,0.67,0
9,2019,0,0.67,0
9,2020,0,0.67,0
9,2021,0,0.67,0
9,2022,0,0.67,0
9,2023,0,0.67,0
14,2004,9164,0.67,6139.88
14,2005,2438,0.67,1633.46
14,2006,5949,0.67,3985.8300000000004
14,2007,9390,0.67,6291.3
14,2008,6879,0.67,4608.93
14,2009,4383,0.67,2936.61
14,2010,4888,0.67,3274.96
14,2011,4882.8,0.67,3271.476
14,2012,3501,0.67,2345.67
14,2013,3239,0.67,2170.13
14,2014,963,0.67,645.21
14,2015,646,0.67,432.82000000000005
14,2016,473,0.67,316.91
14,2017,848.6,0.67,568.562
14,2018,699.93,0.67,468.9531
14,2019,996.072,0.67,667.36824
14,2020,1705.8200000000002,0.67,1142.8994000000002
14,2021,305.84999999999997,0.67,204.9195
14,2022,208.537,0.67,139.71979000000002
14,2023,301.61499999999995,0.67,202.08204999999998
15,2004,1204808,0.67,807221.3600000001
15,2005,1338597,0.67,896859.9900000001
15,2006,1468905,0.67,984166.3500000001
15,2007,1505070,0.67,1008396.9
15,2008,1666556,0.67,1116592.52
15,2009,1739995,0.67,1165796.6500000001
15,2010,1801272,0.67,1206852.24
15,2011,1840833,0.67,1233358.11
15,2012,1751071,0.67,1173217.57
15,2013,1558378,0.67,1044113.26
15,2014,1549576,0.67,1038215.92
15,2015,1566361,0.67,1049461.87
15,2016,1404519,0.67,941027.7300000001
15,2017,1415321,0.67,948265.0700000001
15,2018,1478300.847,0.67,990461.5674900002
15,2019,1499961.25,0.67,1004974.0375000001
15,2020,1468653.261,0.67,983997.68487
15,2021,1343706.554,0.67,900283.39118
15,2022,1544959.867,0.67,1035123.1108900001
15,2023,1626245.114,0.67,1089584.2263800001
17,2010,100,0.67,67
17,2011,250,0.67,167.5
17,2012,1400,0.67,938
17,2013,2000,0.67,1340
17,2014,2000,0.67,1340
17,2015,2000,0.67,1340
17,2016,2000,0.67,1340
17,2017,1500,0.67,1005.0000000000001
17,2018,750,0.67,502.50000000000006
17,2019,500,0.67,335
17,2020,500,0.67,335
17,2021,500,0.67,335
17,2022,600,0.67,402
17,2023,650,0.67,435.5
18,2004,450,0.67,301.5
18,2005,450,0.67,301.5
18,2006,1190,0.67,797.3000000000001
18,2007,650,0.67,435.5
18,2008,660,0.67,442.20000000000005
18,2009,440,0.67,294.8
18,2010,560,0.67,375.20000000000005
18,2011,450,0.67,301.5
18,2012,430,0.67,288.1
18,2013,170,0.67,113.9
18,2014,1050,0.67,703.5
18,2015,570,0.67,381.90000000000003
18,2016,50,0.67,33.5
18,2017,100,0.67,67
18,2018,150,0.67,100.5
18,2019,150,0.67,100.5
18,2020,159.4,0.67,106.79800000000002
18,2021,73,0.67,48.910000000000004
18,2022,60,0.67,40.2
18,2023,382,0.67,255.94000000000003
20,2004,524294,0.67,351276.98000000004
20,2005,591096,0.67,396034.32
20,2006,744470,0.67,498794.9
20,2007,772044,0.67,517269.48000000004
20,2008,903323,0.67,605226.41
20,2009,839126,0.67,562214.42
20,2010,880539,0.67,589961.13
20,2011,966403,0.67,647490.01
20,2012,1007948,0.67,675325.16
20,2013,1117970,0.67,749039.9
20,2014,1070485,0.67,717224.9500000001
20,2015,1168882,0.67,783150.9400000001
20,2016,1318496,0.67,883392.3200000001
20,2017,1706901,0.67,1143623.6700000002
20,2018,1674300,0.67,1121781
20,2019,1779288,0.67,1192122.96
20,2020,1734059.71,0.67,1161820.0057
20,2021,1832888.473,0.67,1228035.27691
20,2022,1712916.975,0.67,1147654.3732500002
20,2023,1724062.1350000002,0.67,1155121.6304500003
21,2004,444295,0.67,297677.65
21,2005,444295,0.67,297677.65
21,2006,444300,0.67,297681
21,2007,444300,0.67,297681
21,2008,444300,0.67,297681
21,2009,444300,0.67,297681
21,2010,445300,0.67,298351
21,2011,445300,0.67,298351
21,2012,445300,0.67,298351
21,2013,446300,0.67,299021
21,2014,502000,0.67,336340
21,2015,502000,0.67,336340
21,2016,553000,0.67,370510
21,2017,553000,0.67,370510
21,2018,603000,0.67,404010
21,2019,603000,0.67,404010
21,2020,603000,0.67,404010
21,2021,603000,0.67,404010
21,2022,603000,0.67,404010
21,2023,603000,0.67,404010
24,2004,16840,0.67,11282.800000000001
24,2005,18000,0.67,12060
24,2006,6810,0.67,4562.7
24,2007,0,0.67,0
24,2008,0,0.67,0
24,2009,0,0.67,0
24,2010,0,0.67,0
24,2011,0,0.67,0
24,2012,0,0.67,0
24,2013,0,0.67,0
24,2014,0,0.67,0
24,2015,200,0.67,134
24,2016,2235,0.67,1497.45
24,2017,1000,0.67,670
24,2018,2105,0.67,1410.3500000000001
24,2019,2105,0.67,1410.3500000000001
24,2020,1000,0.67,670
24,2021,1000,0.67,670
24,2022,1000,0.67,670
24,2023,1000,0.67,670
40,2011,1.25,0.67,0.8375
40,2012,22.5,0.67,15.075000000000001
40,2013,25,0.67,16.75
40,2014,9,0.67,6.03
40,2015,4760,0.67,3189.2000000000003
40,2016,199,0.67,133.33
40,2017,692,0.67,463.64000000000004
40,2018,322,0.67,215.74
40,2019,246.8,0.67,165.35600000000002
40,2020,421.7,0.67,282.539
40,2021,218,0.67,146.06
40,2022,271,0.67,181.57000000000002
40,2023,1729,0.67,1158.43
41,2004,920,0.67,616.4000000000001
41,2005,360,0.67,241.20000000000002
41,2006,150,0.67,100.5
41,2007,690,0.67,462.3
41,2008,700,0.67,469
41,2009,230,0.67,154.10000000000002
41,2010,0,0.67,0
41,2011,0,0.67,0
41,2012,0,0.67,0
41,2013,0,0.67,0
41,2014,0,0.67,0
41,2015,0,0.67,0
41,2016,0,0.67,0
41,2017,0,0.67,0
41,2018,0,0.67,0
41,2019,0,0.67,0
41,2020,0,0.67,0
41,2021,0,0.67,0
41,2022,0,0.67,0
41,2023,0,0.67,0
42,2004,800,0.67,536
42,2005,900,0.67,603
42,2006,5300,0.67,3551
42,2007,3650,0.67,2445.5
42,2008,3650,0.67,2445.5
42,2009,3600,0.67,2412
42,2010,4000,0.67,2680
42,2011,1699,0.67,1138.3300000000002
42,2012,1400,0.67,938
42,2013,3575,0.67,2395.25
42,2014,6970,0.67,4669.9000000000005
42,2015,15377,0.67,10302.59
42,2016,17423,0.67,11673.41
42,2017,17407.2,0.67,11662.824
42,2018,5337,0.67,3575.7900000000004
42,2019,8864.59,0.67,5939.2753
42,2020,8084.51,0.67,5416.621700000001
42,2021,11658,0.67,7810.860000000001
42,2022,15816.45,0.67,10597.0215
42,2023,27786.93,0.67,18617.2431
43,2010,40,0.67,26.8
43,2011,160,0.67,107.2
43,2012,400,0.67,268
43,2013,400,0.67,268
43,2014,400,0.67,268
43,2015,300,0.67,201
43,2016,350,0.67,234.5
43,2017,510,0.67,341.70000000000005
43,2018,640,0.67,428.8
43,2019,760,0.67,509.20000000000005
43,2020,850,0.67,569.5
43,2021,1030,0.67,690.1
43,2022,1060,0.67,710.2
43,2023,1120,0.67,750.4000000000001
61,2019,50,0.67,33.5
61,2020,20,0.67,13.4
61,2021,30,0.67,20.1
61,2022,79,0.67,52.93
61,2023,61.5,0.67,41.205000000000005
62,2016,8.1,0.67,5.4270000000000005
62,2017,72.31,0.67,48.447700000000005
62,2018,130,0.67,87.10000000000001
62,2019,272.802,0.67,182.77734000000004
62,2020,190,0.67,127.30000000000001
62,2021,84.11,0.67,56.3537
62,2022,174,0.67,116.58000000000001
62,2023,35.111,0.67,23.52437
73,2004,216,0.67,144.72
73,2005,245,0.67,164.15
73,2006,818,0.67,548.0600000000001
73,2007,300,0.67,201
73,2008,260,0.67,174.20000000000002
73,2009,739,0.67,495.13000000000005
73,2010,614,0.67,411.38000000000005
73,2011,821,0.67,550.07
73,2012,1584,0.67,1061.28
73,2013,642,0.67,430.14000000000004
73,2014,2386,0.67,1598.6200000000001
73,2015,2036,0.67,1364.1200000000001
73,2016,1189,0.67,796.63
73,2017,1517,0.67,1016.3900000000001
73,2018,4527,0.67,3033.09
73,2019,10573,0.67,7083.910000000001
73,2020,20832,0.67,13957.44
73,2021,23863,0.67,15988.210000000001
73,2022,28654,0.67,19198.18
73,2023,38730,0.67,25949.100000000002
101,2004,67,0.67,44.89
101,2005,67,0.67,44.89
101,2006,70,0.67,46.900000000000006
101,2007,27,0.67,18.09
101,2008,132,0.67,88.44000000000001
101,2009,130,0.67,87.10000000000001
101,2010,130,0.67,87.10000000000001
101,2011,130,0.67,87.10000000000001
101,2012,130,0.67,87.10000000000001
101,2013,130,0.67,87.10000000000001
101,2014,130,0.67,87.10000000000001
101,2015,130,0.67,87.10000000000001
101,2016,50,0.67,33.5
101,2017,50,0.67,33.5
101,2018,0,0.67,0
